LCLid,cluster,Acorn,Acorn_grouped,stdorToU
MAC003384,2,ACORN-N,Adversity,Std
MAC003385,2,ACORN-G,Comfortable,Std
MAC003386,1,ACORN-M,Adversity,Std
MAC003387,2,ACORN-C,Affluent,ToU
MAC003388,0,ACORN-A,Affluent,Std
MAC003389,1,ACORN-H,Comfortable,Std
MAC003390,2,ACORN-O,Adversity,ToU
MAC003391,1,ACORN-G,Comfortable,Std
MAC003392,2,ACORN-C,Affluent,Std
MAC003393,2,ACORN-G,Comfortable,Std
MAC003394,0,ACORN-A,Affluent,Std
MAC003395,2,ACORN-H,Comfortable,Std
MAC003396,2,ACORN-L,Adversity,ToU
MAC003397,2,ACORN-N,Adversity,Std
MAC003398,1,ACORN-L,Adversity,Std
MAC003399,1,ACORN-M,Adversity,ToU
MAC003400,1,ACORN-A,Affluent,Std
MAC003401,2,ACORN-M,Adversity,Std
MAC003402,1,ACORN-M,Adversity,Std
MAC003403,2,ACORN-B,Affluent,Std
MAC003404,2,ACORN-H,Comfortable,Std
MAC003405,2,ACORN-H,Comfortable,Std
MAC003406,1,ACORN-H,Comfortable,Std
MAC003407,2,ACORN-U,ACORN-U,Std
MAC003408,1,ACORN-H,Comfortable,Std
MAC003409,2,ACORN-G,Comfortable,ToU
MAC003410,2,ACORN-J,Comfortable,Std
MAC003411,2,ACORN-L,Adversity,Std
MAC003412,2,ACORN-N,Adversity,Std
MAC003413,1,ACORN-N,Adversity,Std
MAC003414,2,ACORN-G,Comfortable,ToU
MAC003415,2,ACORN-L,Adversity,Std
MAC003416,2,ACORN-L,Adversity,Std
MAC003417,1,ACORN-H,Comfortable,Std
MAC003418,2,ACORN-L,Adversity,Std
MAC003419,0,ACORN-G,Comfortable,ToU
MAC003420,2,ACORN-N,Adversity,Std
MAC003421,2,ACORN-H,Comfortable,Std
MAC003422,1,ACORN-A,Affluent,Std
MAC003423,1,ACORN-A,Affluent,Std
MAC003424,2,ACORN-L,Adversity,Std
MAC003425,2,ACORN-I,Comfortable,ToU
MAC003426,1,ACORN-H,Comfortable,Std
MAC003427,1,ACORN-C,Affluent,ToU
MAC003428,0,ACORN-A,Affluent,Std
MAC003429,2,ACORN-L,Adversity,ToU
MAC003430,2,ACORN-I,Comfortable,ToU
MAC003431,0,ACORN-F,Comfortable,Std
MAC003432,1,ACORN-H,Comfortable,Std
MAC003433,1,ACORN-O,Adversity,Std
MAC003434,2,ACORN-C,Affluent,ToU
MAC003435,2,ACORN-L,Adversity,Std
MAC003436,1,ACORN-H,Comfortable,ToU
MAC003437,2,ACORN-N,Adversity,Std
MAC003438,2,ACORN-H,Comfortable,Std
MAC003439,2,ACORN-H,Comfortable,ToU
MAC003440,2,ACORN-I,Comfortable,Std
MAC003441,1,ACORN-B,Affluent,Std
MAC003442,2,ACORN-C,Affluent,Std
MAC003443,1,ACORN-L,Adversity,Std
MAC003444,2,ACORN-Q,Adversity,Std
MAC003445,1,ACORN-B,Affluent,Std
MAC003446,2,ACORN-J,Comfortable,Std
MAC003447,2,ACORN-I,Comfortable,Std
MAC003448,2,ACORN-M,Adversity,Std
MAC003449,0,ACORN-A,Affluent,Std
MAC003450,2,ACORN-H,Comfortable,Std
MAC003451,2,ACORN-E,Affluent,Std
MAC003452,1,ACORN-G,Comfortable,Std
MAC003453,1,ACORN-H,Comfortable,Std
MAC003454,1,ACORN-I,Comfortable,Std
MAC003455,2,ACORN-L,Adversity,Std
MAC003456,1,ACORN-H,Comfortable,Std
MAC003457,2,ACORN-H,Comfortable,Std
MAC003458,1,ACORN-M,Adversity,Std
MAC003459,1,ACORN-L,Adversity,Std
MAC003460,2,ACORN-E,Affluent,Std
MAC003461,2,ACORN-J,Comfortable,ToU
MAC003462,2,ACORN-O,Adversity,Std
MAC003463,1,ACORN-A,Affluent,Std
MAC003464,1,ACORN-H,Comfortable,Std
MAC003465,2,ACORN-E,Affluent,Std
MAC003466,2,ACORN-N,Adversity,Std
MAC003467,2,ACORN-N,Adversity,ToU
MAC003468,1,ACORN-M,Adversity,Std
MAC003469,2,ACORN-H,Comfortable,Std
MAC003470,2,ACORN-G,Comfortable,Std
MAC003471,2,ACORN-M,Adversity,ToU
MAC003472,1,ACORN-L,Adversity,ToU
MAC003473,2,ACORN-H,Comfortable,Std
MAC003474,2,ACORN-A,Affluent,ToU
MAC003475,1,ACORN-G,Comfortable,Std
MAC003476,2,ACORN-L,Adversity,ToU
MAC003477,2,ACORN-H,Comfortable,Std
MAC003478,2,ACORN-G,Comfortable,Std
MAC003479,2,ACORN-N,Adversity,Std
MAC003480,2,ACORN-G,Comfortable,Std
MAC003481,2,ACORN-L,Adversity,Std
MAC003482,1,ACORN-A,Affluent,Std
MAC003483,2,ACORN-G,Comfortable,ToU
MAC003484,2,ACORN-O,Adversity,Std
MAC003485,2,ACORN-G,Comfortable,Std
MAC003486,2,ACORN-C,Affluent,Std
MAC003487,2,ACORN-C,Affluent,Std
MAC003488,1,ACORN-H,Comfortable,Std
MAC003489,2,ACORN-H,Comfortable,ToU
MAC003490,2,ACORN-H,Comfortable,Std
MAC003491,1,ACORN-L,Adversity,Std
MAC003492,2,ACORN-N,Adversity,Std
MAC003493,2,ACORN-H,Comfortable,Std
MAC003494,2,ACORN-H,Comfortable,Std
MAC003495,2,ACORN-H,Comfortable,Std
MAC003496,2,ACORN-L,Adversity,Std
MAC003497,1,ACORN-M,Adversity,Std
MAC003498,2,ACORN-M,Adversity,Std
MAC003499,2,ACORN-C,Affluent,Std
MAC003500,2,ACORN-M,Adversity,Std
MAC003501,1,ACORN-I,Comfortable,Std
MAC003502,1,ACORN-D,Affluent,ToU
MAC003503,2,ACORN-F,Comfortable,ToU
MAC003504,2,ACORN-L,Adversity,Std
MAC003505,2,ACORN-L,Adversity,ToU
MAC003506,0,ACORN-E,Affluent,Std
MAC003507,0,ACORN-J,Comfortable,Std
MAC003508,1,ACORN-L,Adversity,Std
MAC003509,2,ACORN-F,Comfortable,Std
MAC003510,1,ACORN-L,Adversity,Std
MAC003511,2,ACORN-C,Affluent,Std
MAC003512,2,ACORN-G,Comfortable,Std
MAC003513,2,ACORN-N,Adversity,ToU
MAC003514,1,ACORN-H,Comfortable,Std
MAC003515,2,ACORN-H,Comfortable,Std
MAC003516,2,ACORN-O,Adversity,Std
MAC003517,2,ACORN-M,Adversity,Std
MAC003518,1,ACORN-M,Adversity,Std
MAC003519,2,ACORN-F,Comfortable,Std
MAC003520,2,ACORN-L,Adversity,Std
MAC003521,2,ACORN-Q,Adversity,Std
MAC003522,2,ACORN-Q,Adversity,Std
MAC003523,2,ACORN-M,Adversity,ToU
MAC003524,1,ACORN-H,Comfortable,ToU
MAC003525,1,ACORN-L,Adversity,ToU
MAC003526,2,ACORN-L,Adversity,Std
MAC003527,1,ACORN-H,Comfortable,Std
MAC003528,2,ACORN-H,Comfortable,ToU
MAC003529,2,ACORN-H,Comfortable,Std
MAC003530,2,ACORN-Q,Adversity,Std
MAC003531,2,ACORN-G,Comfortable,ToU
MAC003532,2,ACORN-H,Comfortable,Std
MAC003533,1,ACORN-L,Adversity,Std
MAC003534,1,ACORN-G,Comfortable,Std
MAC003535,1,ACORN-L,Adversity,Std
MAC003536,1,ACORN-A,Affluent,ToU
MAC003537,1,ACORN-L,Adversity,Std
MAC003538,2,ACORN-Q,Adversity,Std
MAC003539,2,ACORN-L,Adversity,ToU
MAC003540,2,ACORN-H,Comfortable,Std
MAC003541,2,ACORN-L,Adversity,ToU
MAC003542,2,ACORN-O,Adversity,Std
MAC003543,2,ACORN-M,Adversity,Std
MAC003544,1,ACORN-N,Adversity,ToU
MAC003545,2,ACORN-M,Adversity,ToU
MAC003546,2,ACORN-Q,Adversity,Std
MAC003547,1,ACORN-I,Comfortable,Std
MAC003548,1,ACORN-C,Affluent,Std
MAC003549,2,ACORN-N,Adversity,Std
MAC003550,1,ACORN-M,Adversity,ToU
MAC003551,2,ACORN-H,Comfortable,Std
MAC003552,2,ACORN-G,Comfortable,Std
MAC003553,1,ACORN-A,Affluent,Std
MAC003554,2,ACORN-E,Affluent,Std
MAC003555,1,ACORN-L,Adversity,ToU
MAC003556,1,ACORN-C,Affluent,Std
MAC003557,1,ACORN-A,Affluent,Std
MAC003558,1,ACORN-C,Affluent,Std
MAC003559,1,ACORN-C,Affluent,ToU
MAC003560,1,ACORN-M,Adversity,ToU
MAC003561,2,ACORN-H,Comfortable,Std
MAC003562,2,ACORN-E,Affluent,Std
MAC003563,2,ACORN-M,Adversity,Std
MAC003564,2,ACORN-L,Adversity,Std
MAC003565,2,ACORN-L,Adversity,Std
MAC003566,0,ACORN-A,Affluent,Std
MAC003567,2,ACORN-H,Comfortable,Std
MAC003568,0,ACORN-J,Comfortable,Std
MAC003569,2,ACORN-L,Adversity,Std
MAC003570,2,ACORN-H,Comfortable,Std
MAC003571,2,ACORN-G,Comfortable,ToU
MAC003572,2,ACORN-Q,Adversity,Std
MAC003573,1,ACORN-H,Comfortable,Std
MAC003574,1,ACORN-L,Adversity,Std
MAC003575,2,ACORN-M,Adversity,Std
MAC003576,1,ACORN-L,Adversity,Std
MAC003577,2,ACORN-L,Adversity,Std
MAC003578,2,ACORN-O,Adversity,Std
MAC003579,2,ACORN-A,Affluent,Std
MAC003580,2,ACORN-C,Affluent,ToU
MAC003581,1,ACORN-H,Comfortable,ToU
MAC003582,2,ACORN-J,Comfortable,Std
MAC003583,2,ACORN-H,Comfortable,Std
MAC003584,2,ACORN-C,Affluent,Std
MAC003585,1,ACORN-H,Comfortable,Std
MAC003586,2,ACORN-Q,Adversity,Std
MAC003587,2,ACORN-F,Comfortable,Std
MAC003588,2,ACORN-N,Adversity,ToU
MAC003589,1,ACORN-G,Comfortable,Std
MAC003590,1,ACORN-M,Adversity,Std
MAC003591,2,ACORN-H,Comfortable,Std
MAC003592,1,ACORN-C,Affluent,Std
MAC003593,2,ACORN-L,Adversity,Std
MAC003594,0,ACORN-Q,Adversity,Std
MAC003595,1,ACORN-H,Comfortable,Std
MAC003596,1,ACORN-G,Comfortable,Std
MAC003597,0,ACORN-A,Affluent,Std
MAC003598,2,ACORN-L,Adversity,Std
MAC003599,1,ACORN-H,Comfortable,Std
MAC003600,2,ACORN-G,Comfortable,Std
MAC003601,2,ACORN-I,Comfortable,Std
MAC003602,0,ACORN-H,Comfortable,Std
MAC003603,0,ACORN-E,Affluent,Std
MAC003604,2,ACORN-L,Adversity,Std
MAC003605,2,ACORN-M,Adversity,ToU
MAC003606,1,ACORN-A,Affluent,ToU
MAC003607,1,ACORN-B,Affluent,Std
MAC003608,2,ACORN-M,Adversity,Std
MAC003609,0,ACORN-L,Adversity,Std
MAC003610,1,ACORN-H,Comfortable,Std
MAC003611,2,ACORN-H,Comfortable,Std
MAC003612,1,ACORN-L,Adversity,Std
MAC003613,0,ACORN-A,Affluent,Std
MAC003614,1,ACORN-H,Comfortable,Std
MAC003615,1,ACORN-H,Comfortable,Std
MAC003616,2,ACORN-P,Adversity,Std
MAC003617,2,ACORN-G,Comfortable,ToU
MAC003618,2,ACORN-M,Adversity,Std
MAC003619,2,ACORN-U,ACORN-U,Std
MAC003620,2,ACORN-M,Adversity,Std
MAC003621,1,ACORN-G,Comfortable,Std
MAC003622,1,ACORN-M,Adversity,Std
MAC003623,1,ACORN-L,Adversity,Std
MAC003624,2,ACORN-M,Adversity,Std
MAC003625,2,ACORN-H,Comfortable,Std
MAC003626,2,ACORN-H,Comfortable,ToU
MAC003627,2,ACORN-G,Comfortable,Std
MAC003628,1,ACORN-N,Adversity,Std
MAC003629,2,ACORN-L,Adversity,Std
MAC003630,2,ACORN-Q,Adversity,Std
MAC003631,2,ACORN-O,Adversity,Std
MAC003632,2,ACORN-O,Adversity,Std
MAC003633,1,ACORN-H,Comfortable,Std
MAC003634,0,ACORN-A,Affluent,ToU
MAC003635,2,ACORN-H,Comfortable,Std
MAC003636,2,ACORN-O,Adversity,Std
MAC003637,2,ACORN-Q,Adversity,ToU
MAC003638,2,ACORN-H,Comfortable,ToU
MAC003639,1,ACORN-C,Affluent,Std
MAC003640,1,ACORN-L,Adversity,Std
MAC003641,2,ACORN-L,Adversity,Std
MAC003642,1,ACORN-C,Affluent,Std
MAC003643,2,ACORN-F,Comfortable,ToU
MAC003644,1,ACORN-L,Adversity,Std
MAC003645,2,ACORN-Q,Adversity,Std
MAC003646,1,ACORN-A,Affluent,Std
MAC003647,2,ACORN-N,Adversity,Std
MAC003648,1,ACORN-E,Affluent,ToU
MAC003649,1,ACORN-L,Adversity,ToU
MAC003650,1,ACORN-H,Comfortable,Std
MAC003651,1,ACORN-N,Adversity,Std
MAC003652,2,ACORN-U,ACORN-U,ToU
MAC003653,1,ACORN-H,Comfortable,Std
MAC003654,2,ACORN-O,Adversity,Std
MAC003655,1,ACORN-H,Comfortable,Std
MAC003656,1,ACORN-A,Affluent,Std
MAC003657,2,ACORN-Q,Adversity,Std
MAC003658,2,ACORN-H,Comfortable,Std
MAC003659,2,ACORN-H,Comfortable,Std
MAC003660,2,ACORN-L,Adversity,Std
MAC003661,2,ACORN-J,Comfortable,ToU
MAC003662,1,ACORN-F,Comfortable,Std
MAC003663,2,ACORN-G,Comfortable,Std
MAC003664,2,ACORN-Q,Adversity,Std
MAC003665,2,ACORN-E,Affluent,ToU
MAC003666,2,ACORN-J,Comfortable,ToU
MAC003667,0,ACORN-L,Adversity,Std
MAC003668,0,ACORN-A,Affluent,Std
MAC003669,2,ACORN-L,Adversity,ToU
MAC003670,2,ACORN-H,Comfortable,Std
MAC003671,2,ACORN-N,Adversity,Std
MAC003672,2,ACORN-G,Comfortable,Std
MAC003673,2,ACORN-M,Adversity,Std
MAC003674,2,ACORN-L,Adversity,Std
MAC003675,1,ACORN-L,Adversity,ToU
MAC003676,1,ACORN-Q,Adversity,Std
MAC003677,2,ACORN-G,Comfortable,ToU
MAC003678,1,ACORN-H,Comfortable,Std
MAC003679,2,ACORN-F,Comfortable,ToU
MAC003680,1,ACORN-A,Affluent,Std
MAC003681,2,ACORN-G,Comfortable,Std
MAC003682,1,ACORN-H,Comfortable,ToU
MAC003683,2,ACORN-A,Affluent,Std
MAC003684,2,ACORN-H,Comfortable,ToU
MAC003685,1,ACORN-H,Comfortable,Std
MAC003686,1,ACORN-A,Affluent,Std
MAC003687,1,ACORN-G,Comfortable,Std
MAC003688,2,ACORN-L,Adversity,Std
MAC003689,1,ACORN-F,Comfortable,Std
MAC003690,2,ACORN-H,Comfortable,Std
MAC003691,2,ACORN-O,Adversity,Std
MAC003692,2,ACORN-L,Adversity,Std
MAC003693,1,ACORN-Q,Adversity,Std
MAC003694,2,ACORN-O,Adversity,Std
MAC003695,2,ACORN-G,Comfortable,ToU
MAC003696,2,ACORN-H,Comfortable,Std
MAC003697,1,ACORN-H,Comfortable,Std
MAC003698,2,ACORN-L,Adversity,Std
MAC003699,1,ACORN-H,Comfortable,Std
MAC003700,2,ACORN-P,Adversity,Std
MAC003701,2,ACORN-H,Comfortable,Std
MAC003702,2,ACORN-H,Comfortable,Std
MAC003703,1,ACORN-L,Adversity,ToU
MAC003704,1,ACORN-N,Adversity,Std
MAC003705,2,ACORN-L,Adversity,ToU
MAC003706,1,ACORN-L,Adversity,ToU
MAC003707,2,ACORN-Q,Adversity,Std
MAC003708,1,ACORN-D,Affluent,ToU
MAC003709,0,ACORN-D,Affluent,Std
MAC003710,2,ACORN-E,Affluent,Std
MAC003711,1,ACORN-E,Affluent,Std
MAC003712,0,ACORN-H,Comfortable,Std
MAC003713,1,ACORN-G,Comfortable,ToU
MAC003714,1,ACORN-Q,Adversity,Std
MAC003715,1,ACORN-H,Comfortable,Std
MAC003716,2,ACORN-E,Affluent,Std
MAC003717,0,ACORN-F,Comfortable,Std
MAC003718,2,ACORN-A,Affluent,Std
MAC003719,1,ACORN-A,Affluent,Std
MAC003720,1,ACORN-H,Comfortable,Std
MAC003721,2,ACORN-J,Comfortable,Std
MAC003722,2,ACORN-H,Comfortable,ToU
MAC003723,1,ACORN-H,Comfortable,ToU
MAC003724,2,ACORN-E,Affluent,Std
MAC003725,1,ACORN-E,Affluent,Std
MAC003726,2,ACORN-L,Adversity,Std
MAC003727,2,ACORN-L,Adversity,Std
MAC003728,1,ACORN-L,Adversity,ToU
MAC003729,1,ACORN-G,Comfortable,Std
MAC003730,1,ACORN-O,Adversity,Std
MAC003731,2,ACORN-C,Affluent,Std
MAC003732,1,ACORN-H,Comfortable,Std
MAC003733,1,ACORN-G,Comfortable,Std
MAC003734,1,ACORN-G,Comfortable,Std
MAC003735,1,ACORN-G,Comfortable,Std
MAC003736,1,ACORN-C,Affluent,ToU
MAC003737,1,ACORN-A,Affluent,Std
MAC003738,1,ACORN-L,Adversity,ToU
MAC003739,2,ACORN-J,Comfortable,Std
MAC003740,1,ACORN-A,Affluent,Std
MAC003741,1,ACORN-Q,Adversity,Std
MAC003742,2,ACORN-O,Adversity,Std
MAC003743,2,ACORN-H,Comfortable,Std
MAC003744,2,ACORN-O,Adversity,Std
MAC003745,2,ACORN-C,Affluent,ToU
MAC003746,0,ACORN-E,Affluent,Std
MAC003747,2,ACORN-Q,Adversity,ToU
MAC003748,1,ACORN-C,Affluent,Std
MAC003749,0,ACORN-M,Adversity,Std
MAC003750,1,ACORN-H,Comfortable,Std
MAC003751,1,ACORN-J,Comfortable,Std
MAC003752,1,ACORN-L,Adversity,Std
MAC003753,1,ACORN-H,Comfortable,ToU
MAC003754,1,ACORN-H,Comfortable,Std
MAC003755,1,ACORN-C,Affluent,Std
MAC003756,1,ACORN-O,Adversity,Std
MAC003757,1,ACORN-L,Adversity,Std
MAC003758,0,ACORN-H,Comfortable,ToU
MAC003759,1,ACORN-H,Comfortable,Std
MAC003760,1,ACORN-G,Comfortable,ToU
MAC003761,2,ACORN-Q,Adversity,Std
MAC003762,1,ACORN-C,Affluent,ToU
MAC003763,2,ACORN-L,Adversity,Std
MAC003764,1,ACORN-K,Adversity,Std
MAC003765,2,ACORN-L,Adversity,Std
MAC003766,1,ACORN-C,Affluent,ToU
MAC003767,2,ACORN-Q,Adversity,Std
MAC003768,1,ACORN-H,Comfortable,Std
MAC003769,1,ACORN-M,Adversity,ToU
MAC003770,1,ACORN-L,Adversity,Std
MAC003771,2,ACORN-G,Comfortable,ToU
MAC003772,1,ACORN-O,Adversity,Std
MAC003773,1,ACORN-L,Adversity,Std
MAC003774,1,ACORN-I,Comfortable,Std
MAC003775,0,ACORN-A,Affluent,Std
MAC003776,1,ACORN-C,Affluent,Std
MAC003777,1,ACORN-E,Affluent,Std
MAC003778,2,ACORN-J,Comfortable,Std
MAC003779,1,ACORN-O,Adversity,Std
MAC003780,2,ACORN-U,ACORN-U,Std
MAC003781,2,ACORN-N,Adversity,Std
MAC003782,1,ACORN-C,Affluent,ToU
MAC003783,1,ACORN-L,Adversity,ToU
MAC003784,1,ACORN-H,Comfortable,Std
MAC003785,2,ACORN-L,Adversity,Std
MAC003786,2,ACORN-M,Adversity,Std
MAC003787,2,ACORN-C,Affluent,Std
MAC003788,2,ACORN-J,Comfortable,ToU
MAC003789,1,ACORN-E,Affluent,Std
MAC003790,2,ACORN-E,Affluent,Std
MAC003791,2,ACORN-J,Comfortable,Std
MAC003792,2,ACORN-Q,Adversity,Std
MAC003793,2,ACORN-L,Adversity,Std
MAC003794,1,ACORN-H,Comfortable,Std
MAC003795,1,ACORN-H,Comfortable,Std
MAC003796,1,ACORN-G,Comfortable,Std
MAC003797,2,ACORN-O,Adversity,Std
MAC003798,2,ACORN-N,Adversity,Std
MAC003799,1,ACORN-I,Comfortable,Std
MAC003800,1,ACORN-E,Affluent,Std
MAC003801,1,ACORN-H,Comfortable,Std
MAC003802,1,ACORN-J,Comfortable,Std
MAC003803,2,ACORN-I,Comfortable,Std
MAC003804,1,ACORN-C,Affluent,Std
MAC003805,1,ACORN-A,Affluent,Std
MAC003806,2,ACORN-H,Comfortable,Std
MAC003807,0,ACORN-A,Affluent,ToU
MAC003808,2,ACORN-H,Comfortable,ToU
MAC003809,2,ACORN-H,Comfortable,Std
MAC003810,1,ACORN-G,Comfortable,Std
MAC003811,1,ACORN-F,Comfortable,Std
MAC003812,2,ACORN-H,Comfortable,Std
MAC003813,1,ACORN-Q,Adversity,Std
MAC003814,2,ACORN-G,Comfortable,Std
MAC003815,2,ACORN-H,Comfortable,Std
MAC003816,2,ACORN-L,Adversity,ToU
MAC003817,1,ACORN-A,Affluent,Std
MAC003818,0,ACORN-E,Affluent,Std
MAC003819,2,ACORN-G,Comfortable,Std
MAC003820,0,ACORN-H,Comfortable,ToU
MAC003821,1,ACORN-L,Adversity,Std
MAC003822,2,ACORN-B,Affluent,Std
MAC003823,1,ACORN-H,Comfortable,ToU
MAC003824,2,ACORN-N,Adversity,Std
MAC003825,2,ACORN-F,Comfortable,Std
MAC003826,1,ACORN-A,Affluent,Std
MAC003827,2,ACORN-G,Comfortable,ToU
MAC003828,1,ACORN-G,Comfortable,Std
MAC003829,1,ACORN-M,Adversity,ToU
MAC003830,2,ACORN-G,Comfortable,Std
MAC003831,2,ACORN-G,Comfortable,Std
MAC003832,1,ACORN-H,Comfortable,Std
MAC003833,2,ACORN-H,Comfortable,Std
MAC003834,1,ACORN-H,Comfortable,Std
MAC003835,1,ACORN-N,Adversity,Std
MAC003836,1,ACORN-L,Adversity,Std
MAC003837,2,ACORN-N,Adversity,Std
MAC003838,1,ACORN-L,Adversity,Std
MAC003839,1,ACORN-H,Comfortable,Std
MAC003840,1,ACORN-A,Affluent,Std
MAC003841,1,ACORN-K,Adversity,Std
MAC003842,1,ACORN-H,Comfortable,Std
MAC003843,1,ACORN-C,Affluent,Std
MAC003844,1,ACORN-A,Affluent,Std
MAC003845,2,ACORN-E,Affluent,Std
MAC003846,2,ACORN-J,Comfortable,Std
MAC003847,2,ACORN-G,Comfortable,Std
MAC003848,1,ACORN-L,Adversity,ToU
MAC003849,2,ACORN-Q,Adversity,Std
MAC003850,2,ACORN-N,Adversity,Std
MAC003851,1,ACORN-A,Affluent,Std
MAC003852,1,ACORN-H,Comfortable,ToU
MAC003853,2,ACORN-Q,Adversity,Std
MAC003854,2,ACORN-E,Affluent,Std
MAC003855,1,ACORN-H,Comfortable,Std
MAC003856,0,ACORN-A,Affluent,Std
MAC003857,2,ACORN-H,Comfortable,Std
MAC003858,1,ACORN-J,Comfortable,Std
MAC003859,1,ACORN-H,Comfortable,Std
MAC003860,0,ACORN-U,ACORN-U,Std
MAC003861,0,ACORN-K,Adversity,Std
MAC003862,2,ACORN-L,Adversity,ToU
MAC003863,1,ACORN-A,Affluent,Std
MAC003864,2,ACORN-I,Comfortable,Std
MAC003865,2,ACORN-H,Comfortable,ToU
MAC003866,2,ACORN-H,Comfortable,Std
MAC003867,1,ACORN-H,Comfortable,Std
MAC003868,1,ACORN-G,Comfortable,Std
MAC003869,1,ACORN-M,Adversity,ToU
MAC003870,1,ACORN-G,Comfortable,Std
MAC003871,2,ACORN-G,Comfortable,Std
MAC003872,1,ACORN-Q,Adversity,Std
MAC003873,1,ACORN-H,Comfortable,Std
MAC003874,2,ACORN-A,Affluent,Std
MAC003875,1,ACORN-H,Comfortable,Std
MAC003876,1,ACORN-B,Affluent,Std
MAC003877,1,ACORN-J,Comfortable,Std
MAC003878,1,ACORN-H,Comfortable,Std
MAC003879,1,ACORN-H,Comfortable,Std
MAC003880,2,ACORN-L,Adversity,Std
MAC003881,0,ACORN-I,Comfortable,Std
MAC003882,2,ACORN-H,Comfortable,Std
MAC003883,2,ACORN-O,Adversity,Std
MAC003884,2,ACORN-U,ACORN-U,Std
MAC003885,2,ACORN-Q,Adversity,Std
MAC003886,2,ACORN-P,Adversity,Std
MAC003887,2,ACORN-M,Adversity,Std
MAC003888,1,ACORN-H,Comfortable,Std
MAC003889,1,ACORN-C,Affluent,Std
MAC003890,1,ACORN-L,Adversity,ToU
MAC003891,2,ACORN-L,Adversity,Std
MAC003892,2,ACORN-I,Comfortable,ToU
MAC003893,2,ACORN-F,Comfortable,Std
MAC003894,2,ACORN-L,Adversity,Std
MAC003895,1,ACORN-A,Affluent,ToU
MAC003896,1,ACORN-H,Comfortable,Std
MAC003897,2,ACORN-H,Comfortable,ToU
MAC003898,1,ACORN-E,Affluent,Std
MAC003899,1,ACORN-H,Comfortable,ToU
MAC003900,1,ACORN-B,Affluent,Std
MAC003901,2,ACORN-C,Affluent,Std
MAC003902,0,ACORN-L,Adversity,Std
MAC003903,0,ACORN-B,Affluent,ToU
MAC003904,1,ACORN-G,Comfortable,Std
MAC003905,2,ACORN-F,Comfortable,Std
MAC003906,1,ACORN-E,Affluent,Std
MAC003907,0,ACORN-C,Affluent,Std
MAC003908,2,ACORN-B,Affluent,Std
MAC003909,1,ACORN-L,Adversity,Std
MAC003910,2,ACORN-E,Affluent,Std
MAC003911,1,ACORN-L,Adversity,ToU
MAC003912,2,ACORN-C,Affluent,Std
MAC003913,2,ACORN-N,Adversity,Std
MAC003914,0,ACORN-C,Affluent,ToU
MAC003915,2,ACORN-I,Comfortable,ToU
MAC003916,1,ACORN-U,ACORN-U,ToU
MAC003917,1,ACORN-H,Comfortable,Std
MAC003918,2,ACORN-L,Adversity,Std
MAC003919,2,ACORN-L,Adversity,ToU
MAC003920,2,ACORN-E,Affluent,Std
MAC003921,2,ACORN-Q,Adversity,Std
MAC003922,2,ACORN-L,Adversity,Std
MAC003923,2,ACORN-N,Adversity,Std
MAC003924,2,ACORN-Q,Adversity,Std
MAC003925,2,ACORN-H,Comfortable,Std
MAC003926,2,ACORN-H,Comfortable,Std
MAC003927,2,ACORN-N,Adversity,Std
MAC003928,2,ACORN-F,Comfortable,Std
MAC003929,2,ACORN-O,Adversity,Std
MAC003930,1,ACORN-H,Comfortable,Std
MAC003931,2,ACORN-Q,Adversity,Std
MAC003932,0,ACORN-E,Affluent,Std
MAC003933,2,ACORN-C,Affluent,Std
MAC003934,1,ACORN-E,Affluent,Std
MAC003935,2,ACORN-Q,Adversity,Std
MAC003936,2,ACORN-Q,Adversity,Std
MAC003937,2,ACORN-F,Comfortable,Std
MAC003938,1,ACORN-E,Affluent,Std
MAC003939,1,ACORN-N,Adversity,Std
MAC003940,2,ACORN-E,Affluent,Std
MAC003941,2,ACORN-F,Comfortable,Std
MAC003942,2,ACORN-Q,Adversity,Std
MAC003943,2,ACORN-E,Affluent,Std
MAC003944,2,ACORN-E,Affluent,Std
MAC003945,2,ACORN-E,Affluent,Std
MAC003946,1,ACORN-E,Affluent,Std
MAC003947,2,ACORN-F,Comfortable,ToU
MAC003948,1,ACORN-P,Adversity,Std
MAC003949,2,ACORN-E,Affluent,Std
MAC003950,2,ACORN-F,Comfortable,Std
MAC003951,1,ACORN-F,Comfortable,ToU
MAC003952,1,ACORN-E,Affluent,Std
MAC003953,2,ACORN-E,Affluent,Std
MAC003954,2,ACORN-E,Affluent,ToU
MAC003955,2,ACORN-Q,Adversity,Std
MAC003956,1,ACORN-E,Affluent,Std
MAC003957,1,ACORN-F,Comfortable,Std
MAC003958,1,ACORN-D,Affluent,Std
MAC003959,2,ACORN-H,Comfortable,Std
MAC003960,1,ACORN-E,Affluent,ToU
MAC003961,1,ACORN-M,Adversity,Std
MAC003962,2,ACORN-E,Affluent,Std
MAC003963,2,ACORN-F,Comfortable,Std
MAC003964,2,ACORN-Q,Adversity,Std
MAC003965,2,ACORN-F,Comfortable,Std
MAC003966,2,ACORN-E,Affluent,Std
MAC003967,2,ACORN-F,Comfortable,ToU
MAC003968,1,ACORN-G,Comfortable,ToU
MAC003969,1,ACORN-H,Comfortable,Std
MAC003970,2,ACORN-E,Affluent,Std
MAC003971,2,ACORN-F,Comfortable,Std
MAC003972,1,ACORN-L,Adversity,Std
MAC003973,1,ACORN-J,Comfortable,ToU
