LCLid,avg_daily_consumption,std_daily_consumption,avg_daily_mean,avg_daily_peak,avg_load_factor,weekday_avg,weekend_avg,weekend_weekday_ratio,coef_variation,cluster,Acorn,Acorn_grouped,stdorToU
MAC002300,9.395167,2.9253728,0.19624074,0.88766867,0.25946122,9.672,8.697318,0.8992264,0.31136996,2,ACORN-H,Comfortable,ToU
MAC002301,3.7037406,0.7254241,0.07766979,0.2389763,0.3466033,3.7461324,3.5963192,0.96000856,0.19586256,2,ACORN-F,Comfortable,Std
MAC002302,8.7798815,2.9435198,0.18335116,0.7894948,0.28507897,8.344572,9.882969,1.184359,0.33525735,2,ACORN-E,Affluent,Std
MAC002303,4.8970637,0.76700693,0.10279345,0.59430325,0.21598497,4.9249773,4.826698,0.98004466,0.15662588,2,ACORN-J,Comfortable,Std
MAC002304,2.9920356,1.0581284,0.062422164,0.6586,0.122322194,2.907795,3.203953,1.1018497,0.3536483,2,ACORN-P,Adversity,Std
MAC002305,11.331155,2.705074,0.23627178,0.69526184,0.36796817,10.975045,12.228848,1.1142412,0.2387289,1,ACORN-Q,Adversity,Std
MAC002306,14.343913,2.6373818,0.29977724,0.92365634,0.34883168,14.177661,14.765204,1.0414414,0.18386766,1,ACORN-E,Affluent,Std
MAC002307,7.2820873,2.3925138,0.1525236,0.72451925,0.2667236,7.3667865,7.0679007,0.95942795,0.3285478,2,ACORN-E,Affluent,Std
MAC002308,5.567306,4.3972564,0.11640166,0.6678669,0.18203394,5.5959153,5.4951878,0.9819998,0.7898356,2,ACORN-Q,Adversity,Std
MAC002309,6.7091417,1.8793584,0.13993098,1.4400592,0.099766746,6.253229,7.858422,1.2566983,0.28011906,2,ACORN-H,Comfortable,Std
MAC002310,11.151126,4.2910986,0.23288526,1.2907397,0.19491616,10.942736,11.676442,1.0670496,0.38481304,1,ACORN-E,Affluent,Std
MAC002311,7.7394333,1.7771164,0.16174032,0.5199377,0.38389707,7.665228,7.925719,1.0339835,0.22961842,2,ACORN-G,Comfortable,Std
MAC002312,16.196167,2.560557,0.33879372,0.8793358,0.41176727,15.799161,17.196953,1.0884725,0.15809648,1,ACORN-H,Comfortable,Std
MAC002313,5.400249,1.7527033,0.11354063,0.49017152,0.28095782,5.353579,5.5174546,1.0306104,0.32455972,2,ACORN-E,Affluent,Std
MAC002314,14.196931,9.635722,0.29651743,0.8758298,0.37275288,14.085785,14.477109,1.0277815,0.6787187,1,ACORN-A,Affluent,Std
MAC002315,2.2616448,0.8993932,0.04718617,0.32762426,0.2070451,2.271845,2.2359324,0.98419225,0.39767218,2,ACORN-Q,Adversity,Std
MAC002316,13.406031,1.992281,0.2805097,0.57811093,0.514127,13.288243,13.702953,1.0312088,0.1486108,1,ACORN-K,Adversity,Std
MAC002317,7.7891364,5.1398354,0.16264,0.72476923,0.2885531,7.800686,7.7600207,0.994787,0.6598723,2,ACORN-E,Affluent,Std
MAC002318,4.9956,1.2381651,0.10442433,0.3471361,0.3199269,4.9503307,5.109719,1.0321975,0.24785113,2,ACORN-Q,Adversity,ToU
MAC002319,3.6619985,1.0491064,0.07640887,0.48636243,0.1808486,3.5713077,3.8906145,1.089409,0.28648466,2,ACORN-E,Affluent,Std
MAC002320,8.595945,2.2725492,0.17940177,0.8396287,0.23219399,8.754166,8.197099,0.9363655,0.26437455,2,ACORN-F,Comfortable,Std
MAC002321,15.741295,12.072989,0.3288511,0.8572337,0.3984027,16.002733,15.08225,0.9424796,0.76696295,1,ACORN-E,Affluent,Std
MAC002322,5.8576713,2.0461636,0.12299766,0.4001775,0.35927516,5.945128,5.6372085,0.9482064,0.3493135,2,ACORN-E,Affluent,Std
MAC002323,8.960368,1.6754099,0.18772769,0.64256805,0.33450642,8.783766,9.405552,1.0707881,0.18698002,2,ACORN-H,Comfortable,Std
MAC002324,31.115845,17.8377,0.6495647,2.6641524,0.27247885,31.10827,31.134933,1.0008571,0.5732674,0,ACORN-E,Affluent,ToU
MAC002325,13.178401,2.3445754,0.27591425,0.81037235,0.3788077,13.08303,13.418764,1.0256618,0.17791046,1,ACORN-Q,Adversity,Std
MAC002326,11.342574,3.3603888,0.23691069,0.69723964,0.4370637,11.771253,10.261948,0.87178046,0.29626334,2,ACORN-E,Affluent,Std
MAC002327,14.72759,5.72054,0.3077937,1.1536682,0.3093108,14.609649,15.026455,1.0285295,0.38842338,1,ACORN-B,Affluent,Std
MAC002328,1.7320083,0.8527373,0.03623438,0.222625,0.29824036,1.7312908,1.7338235,1.0014629,0.49234018,2,ACORN-Q,Adversity,Std
MAC002329,2.4868758,1.0262012,0.05193134,0.35113463,0.19307901,2.4172893,2.6622918,1.1013542,0.41264677,2,ACORN-F,Comfortable,Std
MAC002330,10.519107,4.3648615,0.22084905,0.737216,0.3512102,10.372727,10.888104,1.0496858,0.41494602,2,ACORN-E,Affluent,Std
MAC002331,4.849055,2.1832614,0.101453885,0.46614644,0.27654356,4.790723,4.996099,1.0428696,0.45024472,2,ACORN-Q,Adversity,Std
MAC002332,10.187093,5.0955133,0.21335281,0.9191248,0.2607241,9.924862,10.845618,1.0927727,0.50019306,1,ACORN-F,Comfortable,Std
MAC002333,3.7882545,1.2830029,0.079299524,0.39199558,0.25161362,3.9314876,3.4271877,0.87172794,0.33867916,2,ACORN-E,Affluent,Std
MAC002334,6.48363,3.7697103,0.13544478,0.83399856,0.18761365,6.00281,7.695698,1.2820159,0.5814197,2,ACORN-E,Affluent,ToU
MAC002335,17.012882,5.0114717,0.3554422,1.222434,0.30461583,17.065857,16.87864,0.9890297,0.29456922,1,ACORN-D,Affluent,Std
MAC002336,7.56924,4.912867,0.15850191,0.86319816,0.22943585,7.187692,8.531057,1.186898,0.64905685,2,ACORN-E,Affluent,ToU
MAC002337,5.120712,1.2758578,0.10715716,0.41774613,0.294272,5.0816884,5.218624,1.0269469,0.24915634,2,ACORN-L,Adversity,Std
MAC002338,22.938925,4.3711753,0.48713392,1.185507,0.42313755,22.239414,24.705189,1.110874,0.1905571,1,ACORN-E,Affluent,Std
MAC002339,11.720224,4.5984845,0.24452847,1.5194896,0.1676797,10.438159,14.962304,1.4334236,0.39235464,1,ACORN-O,Adversity,Std
MAC002340,6.044751,2.9936128,0.12852673,0.6994874,0.23692563,5.972977,6.2266283,1.0424664,0.4952417,2,ACORN-E,Affluent,Std
MAC002341,12.025385,2.6559126,0.2517876,1.3715222,0.19310497,12.453238,10.946838,0.87903553,0.22085884,1,ACORN-E,Affluent,Std
MAC002342,10.895583,2.4023578,0.22766139,0.49894524,0.5189877,10.977452,10.689202,0.97374165,0.22048914,2,ACORN-L,Adversity,Std
MAC002343,15.057287,10.044754,0.3142459,0.85033625,0.38490394,15.264143,14.536916,0.9523572,0.6671025,1,ACORN-E,Affluent,Std
MAC002344,3.4577363,1.0064915,0.07209851,0.4331615,0.20013896,3.2731388,3.9221146,1.1982733,0.29108396,2,ACORN-F,Comfortable,ToU
MAC002345,7.1697865,0.9058749,0.1497954,0.44868886,0.39583877,7.1899486,7.1190677,0.9901417,0.12634616,2,ACORN-Q,Adversity,Std
MAC002346,7.8362875,2.3071737,0.16409944,0.72947854,0.2420711,7.5629606,8.523875,1.1270554,0.2944218,2,ACORN-L,Adversity,ToU
MAC002347,4.7020607,1.1398115,0.098568216,0.30708444,0.34426963,4.7401676,4.606198,0.9717373,0.2424068,2,ACORN-Q,Adversity,Std
MAC002348,14.372498,3.4961367,0.29982615,0.75397927,0.44436365,14.315929,14.514802,1.0138917,0.24325186,1,ACORN-F,Comfortable,Std
MAC002349,19.256311,6.3519135,0.4039074,1.5469971,0.29663867,18.43459,21.323458,1.1567091,0.32986137,1,ACORN-F,Comfortable,Std
MAC002350,10.44325,3.557365,0.21916065,0.71834075,0.341926,9.843798,11.951249,1.2140893,0.34063774,2,ACORN-L,Adversity,Std
MAC002351,6.5405273,0.9286734,0.13684225,0.3205812,0.43955103,6.634924,6.3035903,0.95006216,0.14198753,2,ACORN-Q,Adversity,Std
MAC002352,7.9736166,4.4529505,0.16650784,0.8867349,0.25331026,7.637717,8.818455,1.1545931,0.5584606,2,ACORN-Q,Adversity,Std
MAC002353,8.726812,2.4969218,0.18223831,0.83192,0.23715886,8.0981245,10.308354,1.2729311,0.2861207,2,ACORN-Q,Adversity,Std
MAC002354,9.588834,3.1593492,0.2010949,0.92576855,0.24913822,9.0971365,10.832235,1.1907302,0.3294821,2,ACORN-H,Comfortable,Std
MAC002355,3.1578825,1.3151404,0.06598662,0.27201635,0.29833943,3.1139398,3.267969,1.0494643,0.41646275,2,ACORN-E,Affluent,Std
MAC002356,6.3094597,1.752788,0.1318113,0.71660566,0.21741672,6.3173018,6.289712,0.99563265,0.27780318,2,ACORN-P,Adversity,Std
MAC002357,5.8998885,2.5069458,0.123101026,0.6700624,0.20263617,5.872811,5.967724,1.0161614,0.4249141,2,ACORN-Q,Adversity,ToU
MAC002358,11.751252,7.468314,0.24710877,0.72074294,0.39133942,11.857568,11.484912,0.9685723,0.63553345,1,ACORN-D,Affluent,Std
MAC002359,12.871689,2.710145,0.2690158,0.6736453,0.42120138,12.794985,13.063046,1.0209506,0.21055084,1,ACORN-E,Affluent,Std
MAC002360,6.820351,3.0322475,0.14261,0.6134725,0.28045878,6.741033,7.0190578,1.0412437,0.44458818,2,ACORN-E,Affluent,Std
MAC002361,30.665825,10.06966,0.6414988,1.5245571,0.4511673,29.713116,33.052555,1.1123894,0.3283675,0,ACORN-E,Affluent,Std
MAC002362,10.29997,3.0284736,0.21552575,1.0439614,0.26578262,10.646597,9.431599,0.8858792,0.29402742,2,ACORN-M,Adversity,Std
MAC002363,8.072859,1.9776815,0.17009911,0.56140566,0.38103563,8.045657,8.1410055,1.011851,0.24497908,2,ACORN-F,Comfortable,Std
MAC002364,4.1200695,0.7764798,0.085957825,0.2747563,0.3754395,4.1109085,4.143021,1.0078115,0.1884628,2,ACORN-Q,Adversity,Std
MAC002365,4.323327,1.2463415,0.09051173,0.46428677,0.2759238,4.156846,4.740396,1.1403829,0.28828296,2,ACORN-Q,Adversity,Std
MAC002366,4.23085,0.9830995,0.088431746,0.34085587,0.29241812,4.220869,4.255854,1.0082886,0.23236454,2,ACORN-P,Adversity,Std
MAC002367,16.325836,7.0669026,0.34103984,1.534483,0.2394584,14.6533575,20.51574,1.4000709,0.4328662,1,ACORN-L,Adversity,Std
MAC002368,8.124982,2.3419044,0.17044224,0.5564458,0.3538983,7.9427986,8.58139,1.0803988,0.28823504,2,ACORN-K,Adversity,Std
MAC002369,13.965968,4.0288625,0.29183882,0.9699003,0.3392603,13.669446,14.707276,1.0759233,0.28847712,1,ACORN-N,Adversity,Std
MAC002370,9.365324,4.293518,0.19564442,0.83253723,0.25905958,7.94264,12.922036,1.6269196,0.45844844,1,ACORN-E,Affluent,Std
MAC002371,3.1557646,1.9357951,0.06615183,0.2994441,0.2567615,3.0650792,3.382005,1.1033989,0.61341554,2,ACORN-K,Adversity,Std
MAC002372,7.128719,3.4041228,0.14937565,0.5977887,0.33477122,6.9916,7.4715157,1.0686418,0.47752237,2,ACORN-E,Affluent,Std
MAC002373,5.2419086,1.8643148,0.10980863,0.4806316,0.28744593,4.9331217,6.0149717,1.2193034,0.35565573,2,ACORN-K,Adversity,Std
MAC002374,7.895729,4.1788425,0.16483231,0.91711915,0.2120945,8.899269,5.4245124,0.6095458,0.52925354,2,ACORN-E,Affluent,Std
MAC002375,5.5121984,1.9153669,0.11527011,0.5326304,0.28337678,5.5325303,5.461474,0.9871566,0.34747785,2,ACORN-D,Affluent,Std
MAC002376,16.61351,4.121946,0.34699905,1.0303482,0.36143613,16.148233,17.776703,1.1008451,0.24810806,1,ACORN-F,Comfortable,Std
MAC002377,8.799256,3.0290015,0.18360883,0.7584286,0.2515406,8.015389,10.758922,1.3422831,0.3442338,2,ACORN-L,Adversity,Std
MAC002378,9.811279,2.375421,0.20526151,0.56407475,0.39742076,9.52078,10.537529,1.1067927,0.24211125,2,ACORN-E,Affluent,Std
MAC002379,11.1323805,5.2284727,0.23308039,0.7344405,0.34946865,10.587514,12.494548,1.1801211,0.4696635,1,ACORN-Q,Adversity,Std
MAC002380,21.543333,6.5900846,0.44975296,1.6595923,0.28859514,21.205273,22.388483,1.0557979,0.30589902,1,ACORN-D,Affluent,Std
MAC002381,9.356173,2.0687027,0.1952062,0.81861013,0.2758901,9.380242,9.2960005,0.99101925,0.22110566,2,ACORN-E,Affluent,Std
MAC002382,6.9257293,3.5885885,0.1461976,0.4580397,0.4003737,6.9951625,6.7547503,0.96563166,0.51815313,2,ACORN-Q,Adversity,Std
MAC002383,6.225614,1.2869554,0.13005063,0.5487976,0.25332192,5.844508,7.1783805,1.2282267,0.20671943,2,ACORN-F,Comfortable,Std
MAC002384,5.8661294,2.0014114,0.122715,0.67645687,0.20053126,5.818933,5.98412,1.0283878,0.34118092,2,ACORN-Q,Adversity,Std
MAC002385,14.09061,3.6251132,0.29486725,1.1379672,0.27525344,13.246416,16.201094,1.2230549,0.25727156,1,ACORN-M,Adversity,Std
MAC002386,6.8089795,1.1403892,0.14223738,1.1646597,0.12952831,6.828452,6.759784,0.98994386,0.16748314,2,ACORN-L,Adversity,Std
MAC002387,4.100985,1.6018687,0.085664585,0.6986268,0.1473556,3.8655918,4.6956635,1.2147334,0.39060584,2,ACORN-O,Adversity,Std
MAC002388,0.2720224,0.17745194,0.005683525,0.007437313,0.87991154,0.2707625,0.27520528,1.0164084,0.6523431,2,ACORN-H,Comfortable,Std
MAC002389,10.358636,2.8050227,0.21598445,1.0040075,0.24805425,10.225391,10.695252,1.0459504,0.27079076,1,ACORN-F,Comfortable,Std
MAC002390,5.038855,1.3989295,0.10536219,0.40716416,0.28126302,4.9816566,5.183358,1.0404888,0.27762845,2,ACORN-E,Affluent,Std
MAC002391,8.077855,2.514092,0.16916737,0.6629329,0.28533974,7.94095,8.42372,1.0607951,0.31123263,2,ACORN-Q,Adversity,Std
MAC002392,3.0360134,1.352204,0.06350558,0.40395364,0.20355028,3.1045146,2.8620424,0.92189693,0.44538802,2,ACORN-Q,Adversity,Std
MAC002393,8.887803,1.2309431,0.18583664,0.5741151,0.3679996,8.872157,8.927247,1.0062093,0.13849801,2,ACORN-F,Comfortable,Std
MAC002394,12.526533,4.584346,0.26180708,1.1787597,0.24849081,12.11064,13.57721,1.1210977,0.36597085,1,ACORN-E,Affluent,Std
MAC002395,11.782699,2.5898798,0.24668114,0.8171045,0.3392433,12.297398,10.482405,0.85240835,0.21980362,1,ACORN-F,Comfortable,Std
MAC002396,24.267698,10.984677,0.5076499,1.5364045,0.3436282,23.265055,26.800684,1.1519717,0.45264602,0,ACORN-M,Adversity,Std
MAC002397,12.909473,3.566114,0.27060515,0.7158982,0.41018084,12.578424,13.742738,1.0925643,0.27624008,1,ACORN-F,Comfortable,Std
MAC002398,8.912018,2.3468647,0.18604532,0.8278836,0.27481684,8.555298,9.813206,1.1470326,0.26333708,2,ACORN-L,Adversity,ToU
MAC002399,5.699025,1.5889236,0.118970625,0.644897,0.24307674,5.4952188,6.213905,1.1307839,0.2788062,2,ACORN-E,Affluent,Std
MAC002400,5.637384,2.7245271,0.117965735,0.75287163,0.21992612,5.550681,5.856421,1.0550815,0.48329636,2,ACORN-Q,Adversity,Std
MAC002401,16.123915,6.212239,0.33723193,1.0953612,0.32838893,15.531709,17.620016,1.1344545,0.38528106,1,ACORN-H,Comfortable,Std
MAC002402,11.692601,1.7150257,0.2449962,0.593103,0.43524176,11.538106,12.082905,1.0472174,0.14667614,2,ACORN-Q,Adversity,Std
MAC002403,8.533282,2.8634522,0.1920064,0.7787041,0.3077409,8.272612,9.192966,1.1112533,0.33556283,2,ACORN-Q,Adversity,Std
MAC002404,9.603649,2.7042277,0.20063509,0.7672284,0.30985585,9.553991,9.7291,1.0183283,0.28158334,2,ACORN-E,Affluent,ToU
MAC002405,10.765569,2.9938624,0.22508718,1.2238821,0.22604556,10.512659,11.4045,1.0848349,0.27809608,1,ACORN-G,Comfortable,Std
MAC002406,6.747472,1.9369563,0.14098807,0.722697,0.2533475,6.521487,7.3183784,1.1221946,0.28706402,2,ACORN-O,Adversity,Std
MAC002407,10.641489,3.1495721,0.22210759,1.2289507,0.22736453,10.378523,11.305826,1.0893483,0.295971,1,ACORN-E,Affluent,Std
MAC002408,8.714431,2.7130656,0.18292856,0.7967224,0.25539067,8.396037,9.518795,1.1337247,0.31133023,2,ACORN-Q,Adversity,Std
MAC002409,7.442926,1.3789268,0.15584134,0.58069444,0.32466662,7.2788906,7.859738,1.0797988,0.18526676,2,ACORN-H,Comfortable,Std
MAC002410,3.9162703,3.1128364,0.08269832,0.20134626,0.38441458,3.8476062,4.089737,1.0629302,0.7948472,2,ACORN-O,Adversity,Std
MAC002411,18.679617,3.7203178,0.38975146,1.2117194,0.3362406,18.710552,18.601469,0.99416995,0.19916457,1,ACORN-H,Comfortable,Std
MAC002412,10.462448,5.0497904,0.21852654,0.96376985,0.23407851,9.839309,12.045027,1.2241741,0.4826586,1,ACORN-K,Adversity,Std
MAC002413,3.237973,0.9117888,0.06761891,0.3094836,0.28243712,3.2468917,3.2154422,0.99031395,0.2815925,2,ACORN-E,Affluent,ToU
MAC002414,13.565118,3.8742666,0.28406236,0.9680836,0.3150078,13.090327,14.764589,1.1279007,0.28560507,1,ACORN-L,Adversity,Std
MAC002415,11.674945,3.5811834,0.24384916,1.009296,0.26108766,11.562412,11.960741,1.0344503,0.30674094,1,ACORN-N,Adversity,Std
MAC002416,3.6236537,1.7563334,0.07556284,0.2181612,0.39726195,3.6377687,3.5879948,0.98631746,0.48468578,2,ACORN-Q,Adversity,Std
MAC002417,1.9995463,0.43755612,0.04180126,0.22318956,0.24427406,1.9726833,2.0674107,1.0480195,0.2188277,2,ACORN-F,Comfortable,Std
MAC002418,1.8756503,1.053605,0.039246995,0.211429,0.31775913,1.8961834,1.8235027,0.96167,0.5617278,2,ACORN-P,Adversity,ToU
MAC002419,6.794894,2.7520442,0.14184186,1.0155313,0.214434,6.452179,7.6607,1.1873043,0.40501648,2,ACORN-Q,Adversity,Std
MAC002420,10.463153,3.2932582,0.21937983,0.75335723,0.31543908,10.432523,10.540374,1.010338,0.31474817,2,ACORN-H,Comfortable,Std
MAC002421,9.448203,2.4835138,0.1973835,1.2501032,0.18573813,9.565833,9.151652,0.95670205,0.26285568,2,ACORN-E,Affluent,ToU
MAC002422,3.452103,1.5311636,0.07202368,0.6623492,0.16892008,3.3585,3.6885736,1.0982801,0.44354516,2,ACORN-F,Comfortable,Std
MAC002423,2.7294836,0.74925494,0.05705016,0.28176796,0.23756562,2.7096004,2.7795053,1.0257989,0.27450427,2,ACORN-L,Adversity,Std
MAC002424,8.108394,2.331717,0.16989814,0.5548834,0.37656993,7.746748,9.026857,1.1652447,0.2875683,2,ACORN-Q,Adversity,Std
MAC002425,4.0705194,0.75067866,0.085576706,0.22904179,0.38278764,4.073823,4.062174,0.99714047,0.1844184,2,ACORN-L,Adversity,Std
MAC002426,6.5326877,2.2804615,0.13622887,0.54577535,0.2703632,6.523036,6.556986,1.0052046,0.34908473,2,ACORN-Q,Adversity,Std
MAC002427,4.687373,1.3644716,0.09830641,0.8154418,0.19770218,4.704771,4.643421,0.98696005,0.29109514,2,ACORN-Q,Adversity,Std
MAC002428,13.161012,3.6162038,0.27590647,0.7767074,0.3756604,12.68122,14.3731165,1.1334175,0.2747664,1,ACORN-D,Affluent,Std
MAC002429,3.8150387,1.0484228,0.07974484,0.33237162,0.27037022,3.5662875,4.4434633,1.2459633,0.27481315,2,ACORN-P,Adversity,Std
MAC002430,3.464588,1.8799784,0.07238308,0.43142536,0.21737646,3.4048228,3.6155736,1.0618978,0.54262686,2,ACORN-F,Comfortable,Std
MAC002431,6.461979,1.1049263,0.13493286,0.71589106,0.22864611,6.324329,6.809726,1.0767508,0.17098886,2,ACORN-L,Adversity,Std
MAC002432,13.919108,2.9317298,0.2912765,0.7390688,0.41222537,13.056354,16.094162,1.232669,0.21062626,1,ACORN-E,Affluent,ToU
MAC002433,11.064102,5.243347,0.23128934,0.9667931,0.27975866,11.041933,11.120169,1.0070853,0.47390625,1,ACORN-C,Affluent,ToU
MAC002434,6.1232753,4.0586267,0.12833261,0.8369073,0.30246052,5.898029,6.695328,1.1351806,0.66281956,2,ACORN-E,Affluent,Std
MAC002435,4.7648,2.886288,0.09956858,0.4416642,0.24019538,4.638575,5.0836844,1.0959582,0.60575217,2,ACORN-P,Adversity,Std
MAC002436,12.994325,5.371311,0.2715076,1.2872716,0.25421616,12.091293,15.275663,1.2633606,0.41335824,1,ACORN-E,Affluent,Std
MAC002437,12.336464,2.4264627,0.25764218,0.79817617,0.35268137,12.186039,12.716485,1.043529,0.19669029,1,ACORN-H,Comfortable,Std
MAC002438,7.4344015,2.0751538,0.15671186,0.64975464,0.28653306,7.1268034,8.215539,1.1527663,0.27912855,2,ACORN-Q,Adversity,Std
MAC002439,0.8701806,0.35671598,0.018215485,0.17191343,0.18680081,0.8848271,0.83317894,0.9416291,0.40993327,2,ACORN-Q,Adversity,ToU
MAC002440,8.042691,1.999947,0.16827849,0.51638657,0.40245205,7.957923,8.256843,1.0375625,0.24866639,2,ACORN-K,Adversity,Std
MAC002441,44.45026,22.332893,0.9294844,2.7431405,0.33445975,43.83406,46.006973,1.0495713,0.50242436,0,ACORN-E,Affluent,Std
MAC002442,7.3496027,2.779897,0.1537886,0.7155975,0.25459838,7.552786,6.8391356,0.9055117,0.37823772,2,ACORN-E,Affluent,Std
MAC002443,25.747438,15.192702,0.53798974,2.2856941,0.25525543,26.162975,24.697653,0.9439925,0.59006655,0,ACORN-G,Comfortable,Std
MAC002444,8.767777,2.2445357,0.18322787,1.0757761,0.19110617,9.14578,7.812826,0.8542548,0.25599825,2,ACORN-E,Affluent,ToU
MAC002445,9.432748,1.5583291,0.19707014,0.5657254,0.3558622,9.0357065,10.4358,1.1549511,0.16520415,2,ACORN-Q,Adversity,ToU
MAC002446,20.36413,5.5511117,0.4259347,1.1201242,0.392607,20.68724,19.551252,0.9450875,0.27259263,1,ACORN-E,Affluent,ToU
MAC002447,6.578976,2.1527429,0.13848512,0.57093835,0.29712915,6.699314,6.270793,0.9360351,0.3272155,2,ACORN-E,Affluent,Std
MAC002448,2.6352515,1.183037,0.055155754,0.12690419,0.47499588,2.7755752,2.2822263,0.82225347,0.44892755,2,ACORN-Q,Adversity,ToU
MAC002449,9.729133,2.78947,0.20296396,0.8209913,0.2728318,9.304944,10.79611,1.1602552,0.28671312,2,ACORN-F,Comfortable,Std
MAC002450,2.0503354,0.86410546,0.04289798,0.15389073,0.38537446,2.0705094,1.9992064,0.9655626,0.4214459,2,ACORN-N,Adversity,Std
MAC002451,15.428479,4.365565,0.32317373,1.2444874,0.29535794,15.829992,14.417069,0.91074395,0.28295496,1,ACORN-F,Comfortable,Std
MAC002452,2.7733269,0.6058619,0.05798966,0.29315224,0.21930811,2.786504,2.7400367,0.98332417,0.21846034,2,ACORN-P,Adversity,ToU
MAC002453,5.146167,2.0283172,0.10766328,0.72817016,0.17510776,5.044248,5.4036474,1.0712494,0.39414138,2,ACORN-O,Adversity,Std
MAC002454,3.5723953,1.0160797,0.074549876,0.40416715,0.2847979,3.6855812,3.2864528,0.89170545,0.28442532,2,ACORN-E,Affluent,Std
MAC002455,7.205218,3.1529891,0.15053377,0.7796627,0.27473232,6.9855604,7.7601423,1.1108832,0.43759802,2,ACORN-C,Affluent,ToU
MAC002456,8.0702,1.4386936,0.16937764,0.4830448,0.3664979,8.056733,8.104221,1.0058942,0.17827237,2,ACORN-N,Adversity,Std
MAC002457,7.3193936,2.6190312,0.15298,0.65913475,0.27053735,6.6379123,9.033857,1.3609486,0.35782078,2,ACORN-P,Adversity,ToU
MAC002458,12.426344,3.6532989,0.25969043,0.9498731,0.3310253,12.350352,12.61832,1.0216972,0.29399627,1,ACORN-D,Affluent,Std
MAC002459,4.6106086,1.2104017,0.09634689,0.46524066,0.24165748,4.576981,4.6960106,1.0260061,0.26252535,2,ACORN-N,Adversity,Std
MAC002460,3.7254417,0.53701764,0.0778851,0.22298656,0.3702736,3.6547666,3.9039896,1.0681912,0.14414872,2,ACORN-F,Comfortable,Std
MAC002461,4.8961225,1.0205703,0.10248167,0.4968627,0.24002542,4.780548,5.1881,1.085252,0.2084446,2,ACORN-G,Comfortable,Std
MAC002462,9.428061,2.743359,0.1981248,0.8397316,0.26915446,9.275355,9.817095,1.0584064,0.2909781,2,ACORN-O,Adversity,Std
MAC002463,3.8243623,1.6151559,0.07983721,0.42132184,0.21520843,3.8467593,3.7680156,0.97952986,0.4223334,2,ACORN-O,Adversity,ToU
MAC002464,7.8172107,1.5618378,0.16332018,0.77837515,0.3149836,7.98475,7.394837,0.92612004,0.19979477,2,ACORN-Q,Adversity,ToU
MAC002465,4.188745,5.5321083,0.08737007,0.2979878,0.41859847,4.1469445,4.294145,1.0354961,1.3207078,2,ACORN-F,Comfortable,Std
MAC002466,11.224102,3.3699696,0.23496065,1.03009,0.24825127,11.375293,10.841724,0.9530941,0.30024403,1,ACORN-F,Comfortable,Std
MAC002467,4.780218,1.7471006,0.10000851,0.5762825,0.2019696,4.883071,4.5209208,0.92583555,0.36548555,2,ACORN-K,Adversity,Std
MAC002468,6.590913,0.9440341,0.1375458,0.41716143,0.37675485,6.469365,6.897342,1.0661544,0.14323267,2,ACORN-I,Comfortable,Std
MAC002469,2.6233408,0.603778,0.054774817,0.30404037,0.19820455,2.56738,2.764421,1.0767479,0.23015614,2,ACORN-E,Affluent,Std
MAC002470,5.839975,2.1268322,0.12194592,0.78044844,0.17814186,5.645094,6.331279,1.1215543,0.36418518,2,ACORN-E,Affluent,ToU
MAC002471,11.155727,4.5406647,0.23274143,0.90536004,0.29188016,11.4432335,10.434439,0.91184354,0.40702543,1,ACORN-E,Affluent,Std
MAC002472,1.934713,0.7148407,0.040501192,0.18339163,0.23984212,1.9936389,1.7861578,0.8959285,0.36948153,2,ACORN-Q,Adversity,ToU
MAC002473,7.584589,3.145484,0.15843038,0.56831175,0.30529937,7.2752357,8.36426,1.1496892,0.41472042,2,ACORN-Q,Adversity,ToU
MAC002474,4.2798247,1.7742112,0.08937115,0.92275786,0.124454856,3.8866098,5.271142,1.3562313,0.4145523,2,ACORN-C,Affluent,Std
MAC002475,23.929945,9.562336,0.5004127,1.5283767,0.36582965,23.954453,23.868158,0.99639755,0.39959708,1,ACORN-Q,Adversity,Std
MAC002476,11.606907,4.4453835,0.24282457,0.6654279,0.4016079,12.074657,10.426392,0.8634938,0.38299468,1,ACORN-H,Comfortable,ToU
MAC002477,6.8530793,2.8528323,0.14337352,0.6176152,0.3131276,6.8442736,6.8753967,1.0045474,0.41628474,2,ACORN-E,Affluent,Std
MAC002478,13.7326975,6.713431,0.28848475,1.199734,0.25191188,12.974215,15.644875,1.2058437,0.4888647,1,ACORN-E,Affluent,Std
MAC002479,8.095372,3.6868935,0.16909765,0.9198625,0.22107768,7.6123905,9.312995,1.2233995,0.45543224,2,ACORN-E,Affluent,Std
MAC002480,12.311427,5.10096,0.25689486,1.1855412,0.27747193,12.557221,11.691769,0.93107927,0.41432726,1,ACORN-F,Comfortable,Std
MAC002481,12.845568,2.6607888,0.26869565,0.94930786,0.30411568,12.703629,13.203405,1.0393412,0.20713672,1,ACORN-C,Affluent,Std
MAC002482,22.009901,4.88382,0.46025023,1.1584013,0.41284928,21.941113,22.182959,1.0110224,0.22189195,1,ACORN-D,Affluent,ToU
MAC002483,3.979193,0.8199742,0.08316614,0.28192526,0.3043502,3.9488664,4.0556474,1.027041,0.20606545,2,ACORN-Q,Adversity,Std
MAC002484,3.102429,1.2086252,0.06476733,0.3204559,0.25132912,3.042238,3.2541735,1.0696644,0.38957384,2,ACORN-K,Adversity,ToU
